-[ RECORD 1 ]----+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 1
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 33
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 70 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 70
title            | Pointillism Always A Child 05 Framed
description      | Pointillism Always A Child 05 Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/pointillism_always_a_child_05_framed.png
alt_text         | Pointillism Always A Child 05 Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 34
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 71 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 71
title            | Pointillism Always A Child 05
description      | Pointillism Always A Child 05 Artwork
image            | image/upload/pointless-impressions-staging/artwork/pointillism_always_a_child_05.png
alt_text         | Pointillism Always A Child 05 Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 34
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 72 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 72
title            | Pointillism An Icon Framed
description      | Pointillism An Icon Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/pointillism_an_icon_01_framed.png
alt_text         | Pointillism An Icon Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 35
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 73 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 73
title            | Pointillism An Icon
description      | Pointillism An Icon Artwork
image            | image/upload/pointless-impressions-staging/artwork/pointillism_an_icon_01.png
alt_text         | Pointillism An Icon Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 35
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 74 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 74
title            | Pointillism The Beauty Of Genesis 01 Framed
description      | Pointillism The Beauty Of Genesis 01 Framed Artwork
image            | image/upload/https://res.cloudinary.com/djdhyhznc/image/upload/pointless-impressions-staging/artwork/pointillism_the_beauty_of_genesis_01_framed.png
alt_text         | Pointillism The Beauty Of Genesis 01 Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 36
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 75 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 75
title            | Pointillism The Beauty Of Genesis 01
description      | Pointillism The Beauty Of Genesis 01 Artwork
image            | image/upload/pointless-impressions-staging/artwork/pointillism_the_beauty_of_genesis_01.png
alt_text         | Pointillism The Beauty Of Genesis 01 Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 36
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 76 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 76
title            | Pointillism The Beauty Of Genesis 02 Framed
description      | Pointillism The Beauty Of Genesis 02 Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/pointillism_the_beauty_of_genesis_02_framed.png
alt_text         | Pointillism The Beauty Of Genesis 02 Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 37
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 77 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 77
title            | Pointillism The Beauty Of Genesis 02
description      | Pointillism The Beauty Of Genesis 02 Artwork
image            | image/upload/pointless-impressions-staging/artwork/pointillism_the_beauty_of_genesis_02.png
alt_text         | Pointillism The Beauty Of Genesis 02 Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 37
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 78 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 78
title            | Pointillism The Dog 01 Framed
description      | Pointillism The Dog 01 Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/pointillism_the_dog_01_framed.png
alt_text         | Pointillism The Dog 01 Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 38
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 79 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 79
title            | Pointillism The Dog 01
description      | Pointillism The Dog 01 Artwork
image            | image/upload/pointless-impressions-staging/artwork/pointillism_the_dog_01.png
alt_text         | Pointillism The Dog 01 Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 38
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 80 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 80
title            | Pointillism The Dog 02 Framed
description      | Pointillism The Dog 02 Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/pointillism_the_dog_02_framed.png
alt_text         | Pointillism The Dog 02 Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 39
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 81 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 81
title            | Pointillism The Dog 02
description      | Pointillism The Dog 02 Artwork
image            | image/upload/pointless-impressions-staging/artwork/pointillism_the_dog_02.png
alt_text         | Pointillism The Dog 02 Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 39
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 82 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 82
title            | Resurrection Engulfed In The Flames Framed
description      | Resurrection Engulfed In The Flames Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/resurrection_engulfed_in_the_flames_framed.png
alt_text         | Resurrection Engulfed In The Flames Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 40
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 83 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 83
title            | Resurrection Engulfed In The Flames
description      | Resurrection Engulfed In The Flames Artwork
image            | image/upload/pointless-impressions-staging/artwork/resurrection_engulfed_in_the_flames.png
alt_text         | Resurrection Engulfed In The Flames Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 40
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 84 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 84
title            | Resurrection Surrender To The Flames Framed
description      | Resurrection Surrender To The Flames Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/resurrection_surrender_to_the_flames_framed.png
alt_text         | Resurrection Surrender To The Flames Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 41
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 85 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 85
title            | Resurrection Surrender To The Flames
description      | Resurrection Surrender To The Flames Artwork
image            | image/upload/pointless-impressions-staging/artwork/resurrection_surrender_to_the_flames.png
alt_text         | Resurrection Surrender To The Flames Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 41
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 86 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 86
title            | Resurrection The Fire Of Purity Framed
description      | Resurrection The Fire Of Purity Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/resurrection_the_fire_of_purity_framed.png
alt_text         | Resurrection The Fire Of Purity Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 42
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 87 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 87
title            | Resurrection The Fire Of Purity
description      | Resurrection The Fire Of Purity Artwork
image            | image/upload/pointless-impressions-staging/artwork/resurrection_the_fire_of_purity.png
alt_text         | Resurrection The Fire Of Purity Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 42
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 88 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 88
title            | Seascape Mists Of Time Framed
description      | Seascape Mists Of Time Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/seascape_mists_of_time_01_framed.png
alt_text         | Seascape Mists Of Time Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 43
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 89 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 89
title            | Seascape Mists Of Time
description      | Seascape Mists Of Time Artwork
image            | image/upload/pointless-impressions-staging/artwork/seascape_mists_of_time_01.png
alt_text         | Seascape Mists Of Time Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 43
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 90 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 90
title            | Seascape Sentry Duty Framed
description      | Seascape Sentry Duty Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/seascape_sentry_duty_01_framed.png
alt_text         | Seascape Sentry Duty Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 44
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 91 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 91
title            | Seascape Sentry Duty
description      | Seascape Sentry Duty Artwork
image            | image/upload/pointless-impressions-staging/artwork/seascape_sentry_duty_01.png
alt_text         | Seascape Sentry Duty Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 44
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 92 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 92
title            | Seascape The Beginning Framed
description      | Seascape The Beginning Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/seascape_the_beginning_01_framed.png
alt_text         | Seascape The Beginning Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 45
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 93 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 93
title            | Seascape The Beginning
description      | Seascape The Beginning Artwork
image            | image/upload/pointless-impressions-staging/artwork/seascape_the_beginning_01.png
alt_text         | Seascape The Beginning Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 45
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 94 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 94
title            | Seascape The Landmark Framed
description      | Seascape The Landmark Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/seascape_the_landmark_01_framed.png
alt_text         | Seascape The Landmark Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 46
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 95 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 95
title            | Seascape The Landmark
description      | Seascape The Landmark Artwork
image            | image/upload/pointless-impressions-staging/artwork/seascape_the_landmark_01.png
alt_text         | Seascape The Landmark Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 46
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 96 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 96
title            | Seascape Tides Out Framed
description      | Seascape Tides Out Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/seascape_tides_out_01_framed.png
alt_text         | Seascape Tides Out Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 47
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 97 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 97
title            | Seascape Tides Out
description      | Seascape Tides Out Artwork
image            | image/upload/pointless-impressions-staging/artwork/seascape_tides_out_01.png
alt_text         | Seascape Tides Out Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 47
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 98 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 98
title            | Statue Absence Frames
description      | Statue Absence Frames Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_absence_frames.png
alt_text         | Statue Absence Frames Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 48
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 99 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 99
title            | Statue Absence
description      | Statue Absence Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_absence.png
alt_text         | Statue Absence Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 48
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 100 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 100
title            | Statue Angel Descends 01 Framed
description      | Statue Angel Descends 01 Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_angel_descends_01_framed.png
alt_text         | Statue Angel Descends 01 Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 49
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 101 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 101
title            | Statue Angel Descends 01
description      | Statue Angel Descends 01 Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_angel_descends_01.png
alt_text         | Statue Angel Descends 01 Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 49
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 102 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 102
title            | Statue Angel Descends 02 Framed
description      | Statue Angel Descends 02 Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_angel_descends_02_framed.png
alt_text         | Statue Angel Descends 02 Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 50
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 103 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 103
title            | Statue Angel Descends 02
description      | Statue Angel Descends 02 Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_angel_descends_02.png
alt_text         | Statue Angel Descends 02 Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 50
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 104 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 104
title            | Statue Angel Descends 03 Framed
description      | Statue Angel Descends 03 Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_angel_descends_03_framed.png
alt_text         | Statue Angel Descends 03 Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 51
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 105 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 105
title            | Statue Angel Descends 03
description      | Statue Angel Descends 03 Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_angel_descends_03.png
alt_text         | Statue Angel Descends 03 Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 51
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 106 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 106
title            | Statue Angel Descends 04 Framed
description      | Statue Angel Descends 04 Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_angel_descends_04_framed.png
alt_text         | Statue Angel Descends 04 Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 52
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 107 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 107
title            | Statue Angel Descends 04
description      | Statue Angel Descends 04 Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_angel_descends_04.png
alt_text         | Statue Angel Descends 04 Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 52
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 108 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 108
title            | Statue Angel Descends 05 Framed
description      | Statue Angel Descends 05 Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_angel_descends_05_framed.png
alt_text         | Statue Angel Descends 05 Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 53
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 109 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 109
title            | Statue Angel Descends 05
description      | Statue Angel Descends 05 Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_angel_descends_05.png
alt_text         | Statue Angel Descends 05 Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 53
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 110 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 110
title            | Statue Angel Descends 06 Framed
description      | Statue Angel Descends 06 Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_angel_descends_06_framed.png
alt_text         | Statue Angel Descends 06 Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 54
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 111 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 111
title            | Statue Angel Descends 06
description      | Statue Angel Descends 06 Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_angel_descends_06.png
alt_text         | Statue Angel Descends 06 Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 54
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 112 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 112
title            | Statue Angel Descends 07 Framed
description      | Statue Angel Descends 07 Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_angel_descends_07_framed.png
alt_text         | Statue Angel Descends 07 Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 55
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 113 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 113
title            | Statue Angel Descends 07
description      | Statue Angel Descends 07 Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_angel_descends_07.png
alt_text         | Statue Angel Descends 07 Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 55
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 114 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 114
title            | Statue Angel Descends 08 Framed
description      | Statue Angel Descends 08 Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_angel_descends_08_framed.png
alt_text         | Statue Angel Descends 08 Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 56
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 115 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 115
title            | Statue Angel Descends 08
description      | Statue Angel Descends 08 Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_angel_descends_08.png
alt_text         | Statue Angel Descends 08 Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 56
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 116 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 116
title            | Statue Angel Descends 09 Framed
description      | Statue Angel Descends 09 Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_angel_descends_09_framed.png
alt_text         | Statue Angel Descends 09 Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 57
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 117 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 117
title            | Statue Angel Descends 09
description      | Statue Angel Descends 09 Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_angel_descends_09.png
alt_text         | Statue Angel Descends 09 Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 57
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 118 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 118
title            | Statue Angel Descends 10 Framed
description      | Statue Angel Descends 10 Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_angel_descends_10_framed.png
alt_text         | Statue Angel Descends 10 Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 58
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 119 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 119
title            | Statue Angel Descends 10
description      | Statue Angel Descends 10 Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_angel_descends_10.png
alt_text         | Statue Angel Descends 10 Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 58
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 120 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 120
title            | Statue Angel Descends 11 Framed
description      | Statue Angel Descends 11 Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_angel_descends_11_framed.png
alt_text         | Statue Angel Descends 11 Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 59
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 121 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 121
title            | Statue Angel Descends 11
description      | Statue Angel Descends 11 Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_angel_descends_11.png
alt_text         | Statue Angel Descends 11 Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 59
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 122 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 122
title            | Statue Ascending Framed
description      | Statue Ascending Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_ascending_framed.png
alt_text         | Statue Ascending Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 60
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 123 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 123
title            | Statue Ascending
description      | Statue Ascending Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_ascending.png
alt_text         | Statue Ascending Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 60
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 124 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 124
title            | Statue Drops Of Memories Framed
description      | Statue Drops Of Memories Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_drops_of_memories_framed.png
alt_text         | Statue Drops Of Memories Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 61
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 125 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 125
title            | Statue Drops Of Memories
description      | Statue Drops Of Memories Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_drops_of_memories.png
alt_text         | Statue Drops Of Memories Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 61
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 126 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 126
title            | Statue Silent Weapons Framed
description      | Statue Silent Weapons Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_silent_weapons_framed.png
alt_text         | Statue Silent Weapons Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 62
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 127 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 127
title            | Statue Silent Weapons
description      | Statue Silent Weapons Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_silent_weapons.png
alt_text         | Statue Silent Weapons Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 62
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 128 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 128
title            | Statue The Crossing Framed
description      | Statue The Crossing Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_the_crossing_framed.png
alt_text         | Statue The Crossing Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 63
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 129 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 129
title            | Statue The Crossing
description      | Statue The Crossing Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_the_crossing.png
alt_text         | Statue The Crossing Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 63
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 130 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 130
title            | Statue The Remains Framed
description      | Statue The Remains Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_the_remains_framed.png
alt_text         | Statue The Remains Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 64
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 131 ]--+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 131
title            | Statue The Remains
description      | Statue The Remains Artwork
image            | image/upload/pointless-impressions-staging/artwork/statue_the_remains.png
alt_text         | Statue The Remains Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 64
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7

